Simple_Name.Open_Paren.Arglist.Close_Paren.Colon.Suite Simple_Name Open_Paren.Arglist.Close_Paren.Colon.Suite ::: 250862
Stmt_Or_Newline Class_Keyword Simple_Name.Open_Paren.Arglist.Close_Paren.Colon.Suite ::: 249498
Stmt_Or_Newline If_Keyword Test.Colon.Suite ::: 241600
Arguments Atom Many_Trailers ::: 239148
Testlist_Endcomma.Colon.Suite Testlist_Endcomma Colon.Suite ::: 224090
Exprlist.In_Keyword.Testlist_Endcomma.Colon.Suite Exprlist In_Keyword.Testlist_Endcomma.Colon.Suite ::: 224090
In_Keyword.Testlist_Endcomma.Colon.Suite In_Keyword Testlist_Endcomma.Colon.Suite ::: 224090
KeyVal_Or_Unpack Test Colon.Test ::: 215722
As_Keyword.Simple_Name As_Keyword Simple_Name ::: 214732
Comma.Many_KeyVals_Or_Unpacks Comma Many_KeyVals_Or_Unpacks ::: 212912
Comparison Atom Many_Trailers ::: 206868
Trailer Open_Paren Arglist.Close_Paren ::: 193382
Stmts_Or_Newlines Def_Keyword Simple_Name.Parameters.Colon.Suite ::: 186772
Dict_Or_Set_Maker.Close_Curl_Bracket Dict_Or_Set_Maker Close_Curl_Bracket ::: 168498
Testlist_Star_Expr Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket ::: 165194
Many_KeyVals_Or_Unpacks KeyVal_Or_Unpack Comma.Many_KeyVals_Or_Unpacks ::: 151556
Start_Dotted_Name Dots_Plus Dotted_Name ::: 143834
Test_Or_Star_Expr Atom Many_Trailers ::: 142260
Arglist Test Assign_Op.Test ::: 140798
Dotted_As_Names Dotted_Name As_Keyword.Simple_Name ::: 133996
Stmt_Or_Newline For_Keyword Exprlist.In_Keyword.Testlist_Endcomma.Colon.Suite ::: 129790
Else_Stmt Else_Keyword Colon.Suite ::: 119330
Many_Tfpdef Tfpdef Assign_Op.Test ::: 117928
Term Atom Many_Trailers ::: 116732
Stmts_Or_Newlines If_Keyword Test.Colon.Suite ::: 116410
Parameters Open_Paren Close_Paren ::: 112704
Testlist_Comp Test_Or_Star_Exprs Comma ::: 106784
Test_Or_Star_Exprs Atom Many_Trailers ::: 103020
Colon.Suite.Else_Stmt Colon Suite.Else_Stmt ::: 101436
Suite.Else_Stmt Suite Else_Stmt ::: 101436
Test.Colon.Suite.Else_Stmt Test Colon.Suite.Else_Stmt ::: 100408
Trailer Open_Sq_Bracket Subscriptlist.Close_Sq_Bracket ::: 98976
Many_KeyVals_Or_Unpacks Test Colon.Test ::: 96706
Stmts_Or_Newlines For_Keyword Exprlist.In_Keyword.Testlist_Endcomma.Colon.Suite ::: 94278
Except_Stmt Except_Clause Colon.Suite ::: 93410
Suite.Except_Stmt Suite Except_Stmt ::: 90970
Colon.Suite.Except_Stmt Colon Suite.Except_Stmt ::: 90970
Test Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket ::: 85942
Aug_Assign.Testlist_Endcomma Aug_Assign Testlist_Endcomma ::: 84226
Small_Stmts Testlist_Star_Expr Aug_Assign.Testlist_Endcomma ::: 84160
Expr Atom Many_Trailers ::: 80034
Arith_Expr Arith_Expr Arith_Op.Term ::: 78848
Small_Stmts Assert_Keyword Test ::: 77582
Arglist Term MulDiv_Op.Factor ::: 76776
Arith_Expr Atom Many_Trailers ::: 75524
Import_From_Imports Import_Keyword Star_Op ::: 75192
Testlist_Star_Expr Arith_Expr Arith_Op.Term ::: 74388
Trailer Open_Paren Close_Paren ::: 74136
Test Not_Bool_Op Not_Test ::: 73920
Factor Open_Paren Testlist_Comp.Close_Paren ::: 70886
Dotted_As_Names Simple_Name Dot.Dotted_Name ::: 69226
Not_Test Atom Many_Trailers ::: 68884
Testlist_Star_Expr Test_Or_Star_Expr Comma.Test_Or_Star_Exprs ::: 68220
Testlist_Star_Expr Open_Sq_Bracket Close_Sq_Bracket ::: 67656
Stmts_Or_Newlines If_Keyword Test.Colon.Suite.Else_Stmt ::: 67042
Dict_Or_Set_Maker Test Colon.Test ::: 65850
Testlist_Star_Expr Open_Curl_Bracket Dict_Or_Set_Maker.Close_Curl_Bracket ::: 65240
Tfpdef_Default Tfpdef Assign_Op.Test ::: 64102
Small_Stmts Raise_Keyword Test ::: 63858
Factor Atom Many_Trailers ::: 63202
Dict_Or_Set_Maker KeyVal_Or_Unpack Comma.Many_KeyVals_Or_Unpacks ::: 61356
Import_As_Names_Endcomma Simple_Name As_Keyword.Simple_Name ::: 61170
Except_Clause Except_Keyword Test ::: 59232
Arglist Arguments Comma ::: 59010
Dotted_As_Names Dotted_As_Name Comma.Dotted_As_Names ::: 58174
Comma.Dotted_As_Names Comma Dotted_As_Names ::: 58174
Arglist Arith_Expr Arith_Op.Term ::: 57760
Testlist_Star_Expr Open_Paren Testlist_Comp.Close_Paren ::: 57712
Testlist_Star_Expr Term MulDiv_Op.Factor ::: 57270
Or_Test Atom Many_Trailers ::: 56420
With_Items.Colon.Suite With_Items Colon.Suite ::: 54970
Double_Star_Tfpdef Double_Star_Op Tfpdef ::: 51912
Comma.Double_Star_Tfpdef Comma Double_Star_Tfpdef ::: 51912
In_Keyword.Or_Test In_Keyword Or_Test ::: 51694
Exprlist.In_Keyword.Or_Test Exprlist In_Keyword.Or_Test ::: 51694
Comp_For For_Keyword Exprlist.In_Keyword.Or_Test ::: 50874
Testlist_Comp Test_Or_Star_Expr Comp_For ::: 49580
Stmt_Or_Newline Try_Keyword Colon.Suite.Except_Stmt ::: 48742
Test Open_Paren Testlist_Comp.Close_Paren ::: 47396
And_Bool_Op.Not_Test And_Bool_Op Not_Test ::: 46890
Arglist Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket ::: 44556
Comma.Generic_Exprs Comma Generic_Exprs ::: 41472
Test_Or_Star_Expr Open_Paren Testlist_Comp.Close_Paren ::: 40892
Import_From_Froms From_Keyword Dots_Plus ::: 40748
Test Open_Curl_Bracket Dict_Or_Set_Maker.Close_Curl_Bracket ::: 40420
Stmts_Or_Newlines Try_Keyword Colon.Suite.Except_Stmt ::: 39648
Simple_Name.Colon.Suite Simple_Name Colon.Suite ::: 37290
Or_Bool_Op.And_Test Or_Bool_Op And_Test ::: 37196
Exprlist Generic_Expr Comma.Generic_Exprs ::: 37006
As_Keyword.Expr As_Keyword Expr ::: 36586
With_Items Test As_Keyword.Expr ::: 36254
Dict_Or_Set_Maker Many_KeyVals_Or_Unpacks Comma ::: 35376
Testlist_Comp Arith_Expr Arith_Op.Term ::: 34946
Testlist_Star_Expr Open_Curl_Bracket Close_Curl_Bracket ::: 34498
Term Term MulDiv_Op.Factor ::: 34070
Test_Or_Star_Exprs Open_Paren Testlist_Comp.Close_Paren ::: 33460
Stmt_Or_Newline If_Keyword Test.Colon.Suite.Else_Stmt ::: 33202
Comma.Testlist_Endcomma Comma Testlist_Endcomma ::: 32578
And_Test Comparison Comp_Op.Expr ::: 32036
Stmts_Or_Newlines With_Keyword With_Items.Colon.Suite ::: 31686
Comma.Star_Double_Star_Typed Comma Star_Double_Star_Typed ::: 31154
Typedargslist Many_Tfpdef Comma.Star_Double_Star_Typed ::: 31154
Arguments Double_Star_Op Test ::: 30768
Test And_Test And_Bool_Op.Not_Test ::: 29606
Not_Test Comparison Comp_Op.Expr ::: 29300
Testlist_Endcomma Test Comma.Testlist_Endcomma ::: 29288
Testlist_Comp Atom Many_Trailers ::: 29034
Import_As_Names_Endcomma.Close_Paren Import_As_Names_Endcomma Close_Paren ::: 28522
Open_Paren.Import_As_Names_Endcomma.Close_Paren Open_Paren Import_As_Names_Endcomma.Close_Paren ::: 28522
Import_From_Imports Import_Keyword Open_Paren.Import_As_Names_Endcomma.Close_Paren ::: 28522
Testlist_Endcomma Term MulDiv_Op.Factor ::: 28212
Elif_Stmt Elif_Keyword Test.Colon.Suite ::: 27024
Dots_Plus Dot_Or_Dots Dots_Plus ::: 26922
Star_Tfpdef Star_Op Tfpdef ::: 26812
Stmt_Or_Newline Class_Keyword Simple_Name.Colon.Suite ::: 26396
Typedargslist Many_Tfpdef Comma.Double_Star_Tfpdef ::: 24930
Subscriptlist Atom Many_Trailers ::: 24466
Star_Double_Star_Typed Star_Tfpdef Comma.Double_Star_Tfpdef ::: 23602
Suite.Elif_Stmt Suite Elif_Stmt ::: 23316
Test.Colon.Suite.Elif_Stmt Test Colon.Suite.Elif_Stmt ::: 23316
Colon.Suite.Elif_Stmt Colon Suite.Elif_Stmt ::: 23316
Stmt_Or_Newline With_Keyword With_Items.Colon.Suite ::: 23176
Testlist_Endcomma Arith_Expr Arith_Op.Term ::: 23036
Testlist_Comp Comparison Comp_Op.Expr ::: 22650
Suite Small_Stmts Newline ::: 22092
Arguments Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket ::: 21824
Stmt_Or_Newline While_Keyword Test.Colon.Suite ::: 21432
Term Open_Paren Testlist_Comp.Close_Paren ::: 20698
Testlist_Endcomma Open_Paren Testlist_Comp.Close_Paren ::: 20582
Testlist_Endcomma Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket ::: 20550
And_Test Atom Many_Trailers ::: 20142
Semicolon.Newline Semicolon Newline ::: 20114
Varargslist.Colon.Test Varargslist Colon.Test ::: 19228
Argument Arith_Expr Arith_Op.Term ::: 19156
Small_Stmts Yield_Keyword Yield_Arg ::: 18920
Subscriptlist Test Colon ::: 18896
Argument Star_Op Test ::: 18878
Or_Test Comparison Comp_Op.Expr ::: 18864
Testlist_Comp Term MulDiv_Op.Factor ::: 18440
If_Keyword.Or_Test.Else_Keyword.Test If_Keyword Or_Test.Else_Keyword.Test ::: 17956
Or_Test.Else_Keyword.Test Or_Test Else_Keyword.Test ::: 17956
Else_Keyword.Test Else_Keyword Test ::: 17956
Argument Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket ::: 17906
With_Items Atom Many_Trailers ::: 17810
Arguments Arith_Expr Arith_Op.Term ::: 17164
Double_Star_Op.Factor Double_Star_Op Factor ::: 17128
Arglist Open_Paren Testlist_Comp.Close_Paren ::: 16910
Test Or_Test Or_Bool_Op.And_Test ::: 16748
Test Unary_Op Factor ::: 16694
Subscriptlist Colon Test ::: 16336
Arglist Open_Curl_Bracket Dict_Or_Set_Maker.Close_Curl_Bracket ::: 16026
Except_Clause Except_Keyword Test.As_Keyword.Simple_Name ::: 15960
Test.As_Keyword.Simple_Name Test As_Keyword.Simple_Name ::: 15960
Arguments Open_Paren Testlist_Comp.Close_Paren ::: 15324
Small_Stmts Global_Keyword Many_Names ::: 14986
Stmt_Or_Newline Small_Stmts Semicolon.Newline ::: 14420
Comma.Subscripts Comma Subscripts ::: 14296
Test Arith_Expr Arith_Op.Term ::: 13992
Elif_Stmt.Else_Stmt Elif_Stmt Else_Stmt ::: 13824
Test.Colon.Suite.Elif_Stmt.Else_Stmt Test Colon.Suite.Elif_Stmt.Else_Stmt ::: 13824
Colon.Suite.Elif_Stmt.Else_Stmt Colon Suite.Elif_Stmt.Else_Stmt ::: 13824
Suite.Elif_Stmt.Else_Stmt Suite Elif_Stmt.Else_Stmt ::: 13824
Argument Open_Paren Testlist_Comp.Close_Paren ::: 13574
Argument Term MulDiv_Op.Factor ::: 12824
Exprlist.In_Keyword.Or_Test.Comp_Iter Exprlist In_Keyword.Or_Test.Comp_Iter ::: 12790
In_Keyword.Or_Test.Comp_Iter In_Keyword Or_Test.Comp_Iter ::: 12790
Or_Test.Comp_Iter Or_Test Comp_Iter ::: 12790
Testlist_Endcomma Open_Curl_Bracket Dict_Or_Set_Maker.Close_Curl_Bracket ::: 12472
Comp_For For_Keyword Exprlist.In_Keyword.Or_Test.Comp_Iter ::: 12448
Arglist Double_Star_Op Test ::: 12398
Stmts_Or_Newlines While_Keyword Test.Colon.Suite ::: 12390
Subscriptlist Test Colon.Test ::: 12378
Subscriptlist Subscript Comma.Subscripts ::: 12360
Arglist Comparison Comp_Op.Expr ::: 12102
Arguments Open_Curl_Bracket Dict_Or_Set_Maker.Close_Curl_Bracket ::: 12052
Arith_Expr Term MulDiv_Op.Factor ::: 11770
Comp_Iter If_Keyword Test_Nocond ::: 11628
Subscriptlist Unary_Op Factor ::: 11580
Stmts_Or_Newlines Class_Keyword Simple_Name.Colon.Suite ::: 10894
Small_Stmts Del_Keyword Exprlist ::: 10772
Test Term MulDiv_Op.Factor ::: 10576
Test Open_Sq_Bracket Close_Sq_Bracket ::: 10506
Arglist Test Comp_For ::: 10412
Elif_Stmt Elif_Keyword Test.Colon.Suite.Elif_Stmt ::: 10116
Test_Or_Star_Expr Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket ::: 9986
Stmts_Or_Newlines If_Keyword Test.Colon.Suite.Elif_Stmt.Else_Stmt ::: 9746
Subscriptlist Arith_Expr Arith_Op.Term ::: 9692
Arguments Term MulDiv_Op.Factor ::: 9592
Testlist_Endcomma Comparison Comp_Op.Expr ::: 9138
Comparison Term MulDiv_Op.Factor ::: 8992
Expr Open_Paren Testlist_Comp.Close_Paren ::: 8584
Typedargslist Tfpdef Assign_Op.Test ::: 8544
Testlist_Star_Expr Or_Test If_Keyword.Or_Test.Else_Keyword.Test ::: 8026
Arglist Star_Op Test ::: 7952
Exprlist Atom Many_Trailers ::: 7582
Import_As_Names_Endcomma Import_As_Name Comma ::: 7554
Term Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket ::: 7512
Star_Double_Star_Typed Star_Op Tfpdef ::: 7134
Small_Stmts Assert_Keyword Test.Comma.Test ::: 7068
Test.Comma.Test Test Comma.Test ::: 7068
Comma.Test Comma Test ::: 7068
Testlist_Star_Expr Or_Test Or_Bool_Op.And_Test ::: 7000
Test_Or_Star_Expr Term MulDiv_Op.Factor ::: 6788
Stmts_Or_Newlines If_Keyword Test.Colon.Suite.Elif_Stmt ::: 6746
Test_Or_Star_Exprs Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket ::: 6700
Testlist_Comp Open_Paren Testlist_Comp.Close_Paren ::: 6690
Stmt_Or_Newline If_Keyword Test.Colon.Suite.Elif_Stmt ::: 6454
Yield_Arg Atom Many_Trailers ::: 6394
Test_Or_Star_Expr Arith_Expr Arith_Op.Term ::: 6386
Test Open_Curl_Bracket Close_Curl_Bracket ::: 6204
Argument Lambda_Keyword Varargslist.Colon.Test ::: 5986
And_Op.Shift_Expr And_Op Shift_Expr ::: 5930
Testlist_Star_Expr Unary_Op Factor ::: 5836
Expr Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket ::: 5794
And_Test And_Test And_Bool_Op.Not_Test ::: 5608
Stmts_Or_Newlines Small_Stmts Semicolon.Newline ::: 5604
Not_Test Not_Bool_Op Not_Test ::: 5584
Testlist_Comp And_Test And_Bool_Op.Not_Test ::: 5478
And_Test Not_Bool_Op Not_Test ::: 5334
Argument Open_Curl_Bracket Dict_Or_Set_Maker.Close_Curl_Bracket ::: 5294
Test_Nocond Comparison Comp_Op.Expr ::: 5270
Test_Or_Star_Expr Unary_Op Factor ::: 5050
Test_Or_Star_Exprs Open_Curl_Bracket Dict_Or_Set_Maker.Close_Curl_Bracket ::: 5020
Finally_Stmt Finally_Keyword Colon.Suite ::: 4984
Argument Unary_Op Factor ::: 4980
Arguments Open_Sq_Bracket Close_Sq_Bracket ::: 4946
Atom Open_Paren Testlist_Comp.Close_Paren ::: 4830
Testlist_Star_Expr.Yield_Testlist_Star_Assign_Exprs Testlist_Star_Expr Yield_Testlist_Star_Assign_Exprs ::: 4662
Yield_Testlist_Star_Assign_Exprs Assign_Op Testlist_Star_Expr.Yield_Testlist_Star_Assign_Exprs ::: 4662
Not_Test Open_Paren Testlist_Comp.Close_Paren ::: 4602
Shift_Op.Arith_Expr Shift_Op Arith_Expr ::: 4566
Open_Paren.Close_Paren.Colon.Suite Open_Paren Close_Paren.Colon.Suite ::: 4546
Simple_Name.Open_Paren.Close_Paren.Colon.Suite Simple_Name Open_Paren.Close_Paren.Colon.Suite ::: 4546
Stmt_Or_Newline Class_Keyword Simple_Name.Open_Paren.Close_Paren.Colon.Suite ::: 4490
Generic_Exprs Generic_Expr Comma.Generic_Exprs ::: 4466
Test_Or_Star_Exprs Arith_Expr Arith_Op.Term ::: 4372
Testlist_Comp Or_Test Or_Bool_Op.And_Test ::: 4370
Expr Unary_Op Factor ::: 4354
Arguments Open_Curl_Bracket Close_Curl_Bracket ::: 4338
Testlist_Star_Expr Lambda_Keyword Varargslist.Colon.Test ::: 4256
Stmt_Or_Newline If_Keyword Test.Colon.Suite.Elif_Stmt.Else_Stmt ::: 4078
Or_Test Or_Test Or_Bool_Op.And_Test ::: 4076
Suite.Except_Stmt.Else_Stmt Suite Except_Stmt.Else_Stmt ::: 4018
Colon.Suite.Except_Stmt.Else_Stmt Colon Suite.Except_Stmt.Else_Stmt ::: 4018
Except_Stmt.Else_Stmt Except_Stmt Else_Stmt ::: 4018
Arguments Unary_Op Factor ::: 4004
Suite.Finally_Stmt Suite Finally_Stmt ::: 3982
Colon.Suite.Finally_Stmt Colon Suite.Finally_Stmt ::: 3982
Testlist_Endcomma Open_Sq_Bracket Close_Sq_Bracket ::: 3818
Testlist_Star_Expr Comparison Comp_Op.Expr ::: 3786
Test_Or_Star_Exprs Term MulDiv_Op.Factor ::: 3768
Comma.Many_Names Comma Many_Names ::: 3764
Many_Names Simple_Name Comma.Many_Names ::: 3764
Comparison Arith_Expr Arith_Op.Term ::: 3760
Test_Or_Star_Expr Open_Curl_Bracket Dict_Or_Set_Maker.Close_Curl_Bracket ::: 3750
Factor Atom_Expr Double_Star_Op.Factor ::: 3720
Arith_Expr Open_Paren Testlist_Comp.Close_Paren ::: 3718
Test Lambda_Keyword Varargslist.Colon.Test ::: 3706
Or_Test Not_Bool_Op Not_Test ::: 3668
Arith_Expr Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket ::: 3622
And_Test Open_Paren Testlist_Comp.Close_Paren ::: 3606
Testlist_Endcomma Or_Test If_Keyword.Or_Test.Else_Keyword.Test ::: 3518
Typedargslist Star_Tfpdef Comma.Double_Star_Tfpdef ::: 3380
Exprlist Open_Paren Testlist_Comp.Close_Paren ::: 3308
Yield_Arg Test Comma.Testlist_Endcomma ::: 3290
Atom_Expr Open_Paren Testlist_Comp.Close_Paren ::: 3276
Sliceop Colon Test ::: 3210
Expr Arith_Expr Arith_Op.Term ::: 3198
Comma.Many_Vfpdef Comma Many_Vfpdef ::: 3196
Test_Nocond Atom Many_Trailers ::: 3098
Comparison Comparison Comp_Op.Expr ::: 3002
Arguments Star_Op Test ::: 2984
Stmts_Or_Newlines Try_Keyword Colon.Suite.Finally_Stmt ::: 2966
Term Atom_Expr Double_Star_Op.Factor ::: 2930
Or_Test Open_Paren Testlist_Comp.Close_Paren ::: 2846
Import_As_Name Simple_Name As_Keyword.Simple_Name ::: 2846
Testlist_Comp Open_Curl_Bracket Dict_Or_Set_Maker.Close_Curl_Bracket ::: 2846
Dict_Or_Set_Maker KeyVal_Or_Unpack Comp_For ::: 2842
Term Unary_Op Factor ::: 2840
Testlist_Endcomma Unary_Op Factor ::: 2810
Typedargslist Star_Op Tfpdef ::: 2804
Varargslist Vfpdef_Default Comma.Many_Vfpdef ::: 2678
Stmts_Or_Newlines Try_Keyword Colon.Suite.Except_Stmt.Else_Stmt ::: 2676
Arglist Unary_Op Factor ::: 2668
Except_Stmt Except_Clause Colon.Suite.Except_Stmt ::: 2580
Semicolon.Small_Stmts Semicolon Small_Stmts ::: 2548
Small_Stmts Small_Stmt Semicolon.Small_Stmts ::: 2548
Comparison Open_Paren Testlist_Comp.Close_Paren ::: 2512
Testlist_Endcomma And_Test And_Bool_Op.Not_Test ::: 2400
Arglist Lambda_Keyword Varargslist.Colon.Test ::: 2400
Argument Open_Sq_Bracket Close_Sq_Bracket ::: 2400
Test_Or_Star_Exprs Unary_Op Factor ::: 2396
Arglist Open_Sq_Bracket Close_Sq_Bracket ::: 2346
Subscriptlist Colon Sliceop ::: 2268
Argument Comparison Comp_Op.Expr ::: 2220
Atom_Expr Atom Many_Trailers ::: 2150
Arith_Expr Atom_Expr Double_Star_Op.Factor ::: 2142
Testlist_Endcomma Or_Test Or_Bool_Op.And_Test ::: 2008
Testlist_Comp Shift_Expr Shift_Op.Arith_Expr ::: 1960
Subscripts Subscript Comma.Subscripts ::: 1936
And_Expr Atom Many_Trailers ::: 1888
Expr Term MulDiv_Op.Factor ::: 1870
Testlist_Comp Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket ::: 1834
Argument Open_Curl_Bracket Close_Curl_Bracket ::: 1832
Subscriptlist Term MulDiv_Op.Factor ::: 1780
Test Or_Test If_Keyword.Or_Test.Else_Keyword.Test ::: 1780
Or_Test And_Test And_Bool_Op.Not_Test ::: 1780
Yield_Expr Yield_Keyword Yield_Arg ::: 1760
Testlist_Comp Atom_Expr Double_Star_Op.Factor ::: 1732
Testlist_Star_Expr Atom_Expr Double_Star_Op.Factor ::: 1720
Shift_Expr Atom Many_Trailers ::: 1664
Yield_Testlist_Star_Assign_Exprs Assign_Op Yield_Expr ::: 1614
Testlist_Comp Or_Test If_Keyword.Or_Test.Else_Keyword.Test ::: 1612
Testlist_Endcomma Open_Curl_Bracket Close_Curl_Bracket ::: 1612
Small_Stmts Open_Curl_Bracket Dict_Or_Set_Maker.Close_Curl_Bracket ::: 1588
Testlist_Star_Expr Open_Paren Close_Paren ::: 1582
Testlist_Comp Not_Bool_Op Not_Test ::: 1578
Arguments Lambda_Keyword Varargslist.Colon.Test ::: 1556
Subscriptlist Comparison Comp_Op.Expr ::: 1480
Dotted_As_Name Simple_Name Dot.Dotted_Name ::: 1476
Testlist_Comp And_Expr And_Op.Shift_Expr ::: 1462
Arglist Atom_Expr Double_Star_Op.Factor ::: 1426
Factor Open_Curl_Bracket Dict_Or_Set_Maker.Close_Curl_Bracket ::: 1408
Arglist Or_Test Or_Bool_Op.And_Test ::: 1382
Stmts_Or_Newlines Class_Keyword Simple_Name.Open_Paren.Arglist.Close_Paren.Colon.Suite ::: 1364
Xor_Op.And_Expr Xor_Op And_Expr ::: 1356
And_Expr Open_Paren Testlist_Comp.Close_Paren ::: 1352
Stmt_Or_Newline Try_Keyword Colon.Suite.Except_Stmt.Else_Stmt ::: 1342
Yield_Arg From_Keyword Test ::: 1324
Dict_Or_Set_Maker Test_Or_Star_Expr Comma.Test_Or_Star_Exprs ::: 1304
Expr Open_Sq_Bracket Close_Sq_Bracket ::: 1224
Many_Tfpdef Vfpdef Colon.Test ::: 1222
Typedargslist Double_Star_Op Tfpdef ::: 1220
Test_Nocond Not_Bool_Op Not_Test ::: 1214
Shift_Expr Open_Paren Testlist_Comp.Close_Paren ::: 1202
Expr Open_Curl_Bracket Dict_Or_Set_Maker.Close_Curl_Bracket ::: 1184
Test_Or_Star_Expr Open_Sq_Bracket Close_Sq_Bracket ::: 1128
Tfpdef_Default Vfpdef Colon.Test ::: 1122
Testlist_Star_Expr And_Expr And_Op.Shift_Expr ::: 1118
Arglist Open_Curl_Bracket Close_Curl_Bracket ::: 1118
Arglist Lambda_Keyword Colon.Test ::: 1112
Yield_Arg Open_Paren Testlist_Comp.Close_Paren ::: 1088
And_Test Open_Curl_Bracket Close_Curl_Bracket ::: 1084
Testlist_Star_Expr Test_Or_Star_Exprs Comma ::: 1056
Test Open_Paren Close_Paren ::: 1042
Testlist_Endcomma.Colon.Suite.Else_Stmt Testlist_Endcomma Colon.Suite.Else_Stmt ::: 1028
Exprlist.In_Keyword.Testlist_Endcomma.Colon.Suite.Else_Stmt Exprlist In_Keyword.Testlist_Endcomma.Colon.Suite.Else_Stmt ::: 1028
In_Keyword.Testlist_Endcomma.Colon.Suite.Else_Stmt In_Keyword Testlist_Endcomma.Colon.Suite.Else_Stmt ::: 1028
