Stmts_Or_Newlines Small_Stmts Newline* NEWLINE ε ::: 6388928
NIL NIL NIL Stmt_Or_Newline Stmts_Or_Newlines ::: 5673094
Many_Trailers Dot Simple_Name* NAME ε ::: 5574050
Many_Trailers Dot* Simple_Name . ε ::: 5574050
Small_Stmts Atom* Many_Trailers NAME ε ::: 4878438
Stmt_Or_Newline Small_Stmts* Newline Import_From_Froms Import_From_Imports ::: 4816570
Yield_Testlist_Star_Assign_Exprs Assign_Op Testlist_Star_Expr* Atom Many_Trailers ::: 4802274
Import_From_Froms From_Keyword* Start_Dotted_Name from ε ::: 4767314
Small_Stmts Import_From_Froms* Import_From_Imports From_Keyword Start_Dotted_Name ::: 4766474
Dot.Dotted_Name Dot* Dotted_Name . ε ::: 4755934
Stmts_Or_Newlines.Dedent Stmts_Or_Newlines* Dedent Stmt_Or_Newline Stmts_Or_Newlines ::: 4675540
Import_From_Imports Import_Keyword* Import_As_Names_Endcomma import ε ::: 4575058
Small_Stmts Import_From_Froms Import_From_Imports* Import_Keyword Import_As_Names_Endcomma ::: 4574120
Arglist Argument Comma.Arguments* Comma Arguments ::: 4478860
Arglist.Close_Paren Arglist* Close_Paren Argument Comma.Arguments ::: 4454098
Parameters.Colon.Suite Parameters Colon.Suite* Colon Suite ::: 3901542
Simple_Name.Parameters.Colon.Suite Simple_Name* Parameters.Colon.Suite NAME ε ::: 3901542
Simple_Name.Parameters.Colon.Suite Simple_Name Parameters.Colon.Suite* Parameters Colon.Suite ::: 3901542
Stmts_Or_Newlines Stmt_Or_Newline Stmts_Or_Newlines* NEWLINE ε ::: 3798733
Assign_Op.Test Assign_Op* Test = ε ::: 3729140
Small_Stmts Atom Many_Trailers* Trailer Many_Trailers ::: 3708010
Stmts_Or_Newlines Stmt_Or_Newline Stmts_Or_Newlines* Small_Stmts Newline ::: 3669000
Import_From_Imports Import_Keyword Import_As_Names_Endcomma* NAME ε ::: 3602362
Parameters.Colon.Suite Parameters* Colon.Suite Open_Paren Typedargslist.Close_Paren ::: 3563566
Typedargslist.Close_Paren Typedargslist Close_Paren* ) ε ::: 3563566
Parameters Open_Paren* Typedargslist.Close_Paren ( ε ::: 3563566
Parameters Open_Paren Typedargslist.Close_Paren* Typedargslist Close_Paren ::: 3563566
Stmt_Or_Newline Def_Keyword Simple_Name.Parameters.Colon.Suite* Simple_Name Parameters.Colon.Suite ::: 3343016
Stmt_Or_Newline Def_Keyword* Simple_Name.Parameters.Colon.Suite def ε ::: 3343016
Many_Trailers Trailer Many_Trailers* Trailer Many_Trailers ::: 3308598
Small_Stmts Import_Keyword* Dotted_As_Names import ε ::: 3187630
Stmt_Or_Newline Small_Stmts* Newline Import_Keyword Dotted_As_Names ::: 3143040
Testlist_Star_Expr Atom Many_Trailers* Trailer Many_Trailers ::: 3076534
Dot.Dotted_Name Dot Dotted_Name* NAME ε ::: 3049980
Comma.Test_Or_Star_Exprs Comma* Test_Or_Star_Exprs , ε ::: 2893008
Stmt_Or_Newline Small_Stmts* Newline Atom Many_Trailers ::: 2853316
Comma.Many_Tfpdef Comma* Many_Tfpdef , ε ::: 2784294
Stmts_Or_Newlines.Dedent Stmts_Or_Newlines* Dedent Small_Stmts Newline ::: 2719928
Arguments Argument Comma.Arguments* Comma Arguments ::: 2713268
Many_Trailers Open_Paren Close_Paren* ) ε ::: 2664450
Many_Trailers Open_Paren* Close_Paren ( ε ::: 2664450
Start_Dotted_Name Simple_Name* Dot.Dotted_Name NAME ε ::: 2645472
Start_Dotted_Name Simple_Name Dot.Dotted_Name* Dot Dotted_Name ::: 2645472
Import_From_Froms From_Keyword Start_Dotted_Name* Simple_Name Dot.Dotted_Name ::: 2645472
Arglist.Close_Paren Arglist* Close_Paren NAME ε ::: 2628994
Comma.Arguments Comma Arguments* Argument Comma.Arguments ::: 2551842
Small_Stmts Import_Keyword Dotted_As_Names* NAME ε ::: 2494588
Many_Trailers Trailer Many_Trailers* Open_Paren Close_Paren ::: 2152232
Small_Stmts Return_Keyword* Testlist_Endcomma return ε ::: 2143480
Stmts_Or_Newlines Small_Stmts* Newline Return_Keyword Testlist_Endcomma ::: 2115290
Stmts_Or_Newlines Small_Stmts* Newline Atom Many_Trailers ::: 1996810
Small_Stmts Testlist_Star_Expr* Yield_Testlist_Star_Assign_Exprs Atom Many_Trailers ::: 1979198
Subscriptlist.Close_Sq_Bracket Subscriptlist Close_Sq_Bracket* ] ε ::: 1975694
Dotted_Name Simple_Name* Dot.Dotted_Name NAME ε ::: 1899430
Dotted_Name Simple_Name Dot.Dotted_Name* Dot Dotted_Name ::: 1899430
Testlist_Star_Expr Atom Many_Trailers* Dot Simple_Name ::: 1881740
Stmts_Or_Newlines Stmt_Or_Newline* Stmts_Or_Newlines Def_Keyword Simple_Name.Parameters.Colon.Suite ::: 1879874
START Stmt_Or_Newline Stmts_Or_Newlines* NEWLINE ε ::: 1874361
Arglist Atom* Many_Trailers NAME ε ::: 1818940
Typedargslist.Close_Paren Typedargslist* Close_Paren NAME ε ::: 1735042
Arglist Argument* Comma.Arguments NAME ε ::: 1711924
Stmt_Or_Newline Small_Stmts* Newline STRING ε ::: 1708232
Dot.Dotted_Name Dot Dotted_Name* Simple_Name Dot.Dotted_Name ::: 1705954
Import_From_Froms From_Keyword Start_Dotted_Name* NAME ε ::: 1691192
Many_Trailers Open_Sq_Bracket Subscriptlist.Close_Sq_Bracket* Subscriptlist Close_Sq_Bracket ::: 1681170
Many_Trailers Open_Sq_Bracket* Subscriptlist.Close_Sq_Bracket [ ε ::: 1681170
Arglist.Close_Paren Arglist* Close_Paren Atom Many_Trailers ::: 1632726
Import_As_Names_Endcomma Import_As_Name Comma.Import_As_Names_Endcomma* Comma Import_As_Names_Endcomma ::: 1623034
Comma.Import_As_Names_Endcomma Comma* Import_As_Names_Endcomma , ε ::: 1623034
Import_As_Names_Endcomma Import_As_Name* Comma.Import_As_Names_Endcomma NAME ε ::: 1614898
Typedargslist Tfpdef_Default Comma.Many_Tfpdef* Comma Many_Tfpdef ::: 1608718
Typedargslist.Close_Paren Typedargslist* Close_Paren Tfpdef_Default Comma.Many_Tfpdef ::: 1608718
Typedargslist Tfpdef_Default* Comma.Many_Tfpdef NAME ε ::: 1595210
Arglist.Close_Paren Arglist* Close_Paren STRING ε ::: 1573094
Test_Or_Star_Exprs Test_Or_Star_Expr Comma.Test_Or_Star_Exprs* Comma Test_Or_Star_Exprs ::: 1544366
Argument Test Assign_Op.Test* Assign_Op Test ::: 1528804
Argument Test* Assign_Op.Test NAME ε ::: 1528804
START Stmt_Or_Newline* Stmts_Or_Newlines Def_Keyword Simple_Name.Parameters.Colon.Suite ::: 1463142
Test Atom* Many_Trailers NAME ε ::: 1430648
Comma.Test_Or_Star_Exprs Comma Test_Or_Star_Exprs* Test_Or_Star_Expr Comma.Test_Or_Star_Exprs ::: 1413280
Stmts_Or_Newlines Small_Stmts* Newline Testlist_Star_Expr Yield_Testlist_Star_Assign_Exprs ::: 1358514
Comma.Many_Tfpdef Comma Many_Tfpdef* NAME ε ::: 1321032
Testlist_Endcomma Atom* Many_Trailers NAME ε ::: 1253058
Colon.Test Colon* Test : ε ::: 1246828
Test.Colon.Suite Test Colon.Suite* Colon Suite ::: 1245178
Yield_Testlist_Star_Assign_Exprs Assign_Op Testlist_Star_Expr* STRING ε ::: 1225248
Comma.Arguments Comma Arguments* NAME ε ::: 1221774
Arguments Test* Assign_Op.Test NAME ε ::: 1216768
Arguments Test Assign_Op.Test* Assign_Op Test ::: 1216768
Comma.Arguments Comma Arguments* Test Assign_Op.Test ::: 1209520
Testlist_Star_Expr Atom Many_Trailers* Open_Paren Arglist.Close_Paren ::: 1206138
Assign_Op.Test Assign_Op Test* STRING ε ::: 1201012
Argument Atom* Many_Trailers NAME ε ::: 1180630
Testlist_Comp.Close_Sq_Bracket Testlist_Comp Close_Sq_Bracket* ] ε ::: 1179032
Many_Tfpdef Tfpdef_Default Comma.Many_Tfpdef* Comma Many_Tfpdef ::: 1175576
Arguments Argument* Comma.Arguments Test Assign_Op.Test ::: 1170422
Testlist_Comp.Close_Paren Testlist_Comp Close_Paren* ) ε ::: 1149478
Testlist_Comp Test_Or_Star_Expr Comma.Test_Or_Star_Exprs* Comma Test_Or_Star_Exprs ::: 1141060
Arglist Argument* Comma.Arguments STRING ε ::: 1126472
Comma.Many_Tfpdef Comma Many_Tfpdef* Tfpdef_Default Comma.Many_Tfpdef ::: 1108700
Small_Stmts Atom Many_Trailers* Open_Paren Arglist.Close_Paren ::: 1097512
Many_Tfpdef Tfpdef_Default* Comma.Many_Tfpdef NAME ε ::: 999240
START Stmt_Or_Newline Stmts_Or_Newlines* Stmt_Or_Newline Stmts_Or_Newlines ::: 962186
START Stmt_Or_Newline* Stmts_Or_Newlines Small_Stmts Newline ::: 960846
Test Comparison Comp_Op.Expr* Comp_Op Expr ::: 958258
Test_Or_Star_Exprs Test_Or_Star_Expr* Comma.Test_Or_Star_Exprs STRING ε ::: 868782
Comma.Import_As_Names_Endcomma Comma Import_As_Names_Endcomma* NAME ε ::: 850086
Arith_Op.Term Arith_Op* Term + ε ::: 827036
Small_Stmts Return_Keyword Testlist_Endcomma* Atom Many_Trailers ::: 821370
Arglist Argument* Comma.Arguments Atom Many_Trailers ::: 805032
Import_From_Imports Import_Keyword Import_As_Names_Endcomma* Import_As_Name Comma.Import_As_Names_Endcomma ::: 797134
Yield_Testlist_Star_Assign_Exprs Assign_Op Testlist_Star_Expr* NAME ε ::: 784494
Close_Paren.Colon.Suite Close_Paren Colon.Suite* Colon Suite ::: 761514
Close_Paren.Colon.Suite Close_Paren* Colon.Suite ) ε ::: 761514
Arglist Atom Many_Trailers* Dot Simple_Name ::: 758992
Simple_Name.Open_Paren.Arglist.Close_Paren.Colon.Suite Simple_Name* Open_Paren.Arglist.Close_Paren.Colon.Suite NAME ε ::: 747838
Open_Paren.Arglist.Close_Paren.Colon.Suite Open_Paren Arglist.Close_Paren.Colon.Suite* Arglist Close_Paren.Colon.Suite ::: 747838
Arglist.Close_Paren.Colon.Suite Arglist Close_Paren.Colon.Suite* Close_Paren Colon.Suite ::: 747838
Simple_Name.Open_Paren.Arglist.Close_Paren.Colon.Suite Simple_Name Open_Paren.Arglist.Close_Paren.Colon.Suite* Open_Paren Arglist.Close_Paren.Colon.Suite ::: 747838
Open_Paren.Arglist.Close_Paren.Colon.Suite Open_Paren* Arglist.Close_Paren.Colon.Suite ( ε ::: 747838
Comma.Import_As_Names_Endcomma Comma Import_As_Names_Endcomma* Import_As_Name Comma.Import_As_Names_Endcomma ::: 745962
Stmt_Or_Newline Class_Keyword Simple_Name.Open_Paren.Arglist.Close_Paren.Colon.Suite* Simple_Name Open_Paren.Arglist.Close_Paren.Colon.Suite ::: 743538
Stmt_Or_Newline Class_Keyword* Simple_Name.Open_Paren.Arglist.Close_Paren.Colon.Suite class ε ::: 743538
Subscriptlist.Close_Sq_Bracket Subscriptlist* Close_Sq_Bracket STRING ε ::: 727248
Comma.Arguments Comma Arguments* STRING ε ::: 718926
Stmt_Or_Newline If_Keyword Test.Colon.Suite* Test Colon.Suite ::: 716498
Stmt_Or_Newline If_Keyword* Test.Colon.Suite if ε ::: 716498
Stmts_Or_Newlines Stmt_Or_Newline* Stmts_Or_Newlines If_Keyword Test.Colon.Suite ::: 715084
Comma.Arguments Comma Arguments* Atom Many_Trailers ::: 709970
Arglist Atom Many_Trailers* Trailer Many_Trailers ::: 703866
Arguments Atom* Many_Trailers NAME ε ::: 702744
Testlist_Comp.Close_Paren Testlist_Comp* Close_Paren Test_Or_Star_Expr Comma.Test_Or_Star_Exprs ::: 683368
In_Keyword.Testlist_Endcomma.Colon.Suite In_Keyword* Testlist_Endcomma.Colon.Suite in ε ::: 668548
In_Keyword.Testlist_Endcomma.Colon.Suite In_Keyword Testlist_Endcomma.Colon.Suite* Testlist_Endcomma Colon.Suite ::: 668548
Testlist_Endcomma.Colon.Suite Testlist_Endcomma Colon.Suite* Colon Suite ::: 668548
Exprlist.In_Keyword.Testlist_Endcomma.Colon.Suite Exprlist In_Keyword.Testlist_Endcomma.Colon.Suite* In_Keyword Testlist_Endcomma.Colon.Suite ::: 668548
Comp_Op.Expr Comp_Op* Expr == ε ::: 659422
As_Keyword.Simple_Name As_Keyword* Simple_Name as ε ::: 641448
As_Keyword.Simple_Name As_Keyword Simple_Name* NAME ε ::: 641448
KeyVal_Or_Unpack Test Colon.Test* Colon Test ::: 640812
Comma.Many_KeyVals_Or_Unpacks Comma* Many_KeyVals_Or_Unpacks , ε ::: 632324
Comparison Atom* Many_Trailers NAME ε ::: 613614
Many_Trailers Trailer Many_Trailers* Open_Sq_Bracket Subscriptlist.Close_Sq_Bracket ::: 612448
KeyVal_Or_Unpack Test* Colon.Test STRING ε ::: 599126
Small_Stmts Return_Keyword Testlist_Endcomma* NAME ε ::: 593988
Testlist_Endcomma Atom Many_Trailers* Trailer Many_Trailers ::: 591336
Many_Trailers Trailer Many_Trailers* Dot Simple_Name ::: 586464
Many_Trailers Trailer* Many_Trailers Open_Paren Arglist.Close_Paren ::: 576740
Trailer Open_Paren* Arglist.Close_Paren ( ε ::: 576740
Trailer Open_Paren Arglist.Close_Paren* Arglist Close_Paren ::: 576740
Exprlist.In_Keyword.Testlist_Endcomma.Colon.Suite Exprlist* In_Keyword.Testlist_Endcomma.Colon.Suite NAME ε ::: 570446
Test.Colon.Suite Test* Colon.Suite Comparison Comp_Op.Expr ::: 560336
Stmts_Or_Newlines Def_Keyword Simple_Name.Parameters.Colon.Suite* Simple_Name Parameters.Colon.Suite ::: 556212
Stmts_Or_Newlines Def_Keyword* Simple_Name.Parameters.Colon.Suite def ε ::: 556212
Yield_Testlist_Star_Assign_Exprs Assign_Op Testlist_Star_Expr* NUMBER ε ::: 538470
Testlist_Comp Test_Or_Star_Expr* Comma.Test_Or_Star_Exprs STRING ε ::: 532870
Subscriptlist.Close_Sq_Bracket Subscriptlist* Close_Sq_Bracket NUMBER ε ::: 527100
Argument Atom Many_Trailers* Dot Simple_Name ::: 523500
Assign_Op.Test Assign_Op Test* NAME ε ::: 509152
Arguments Argument* Comma.Arguments NAME ε ::: 505882
Comma.Test_Or_Star_Exprs Comma Test_Or_Star_Exprs* STRING ε ::: 505024
Dict_Or_Set_Maker.Close_Curl_Bracket Dict_Or_Set_Maker Close_Curl_Bracket* } ε ::: 503412
Testlist_Star_Expr Open_Sq_Bracket* Testlist_Comp.Close_Sq_Bracket [ ε ::: 493124
Testlist_Star_Expr Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket* Testlist_Comp Close_Sq_Bracket ::: 493124
Yield_Testlist_Star_Assign_Exprs Assign_Op Testlist_Star_Expr* Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket ::: 491218
Test Atom Many_Trailers* Trailer Many_Trailers ::: 468062
Assign_Op.Test Assign_Op Test* Atom Many_Trailers ::: 467884
Testlist_Endcomma Atom Many_Trailers* Open_Paren Arglist.Close_Paren ::: 461162
Testlist_Comp.Close_Sq_Bracket Testlist_Comp* Close_Sq_Bracket Test_Or_Star_Expr Comma.Test_Or_Star_Exprs ::: 457692
Many_KeyVals_Or_Unpacks KeyVal_Or_Unpack Comma.Many_KeyVals_Or_Unpacks* Comma Many_KeyVals_Or_Unpacks ::: 449106
Many_KeyVals_Or_Unpacks KeyVal_Or_Unpack* Comma.Many_KeyVals_Or_Unpacks Test Colon.Test ::: 449086
Arglist.Close_Paren.Colon.Suite Arglist* Close_Paren.Colon.Suite NAME ε ::: 445840
Test Comparison* Comp_Op.Expr NAME ε ::: 442652
Test Atom Many_Trailers* Dot Simple_Name ::: 438476
Import_From_Froms From_Keyword Start_Dotted_Name* Dots_Plus Dotted_Name ::: 430650
Colon.Test Colon Test* STRING ε ::: 430038
Test Atom Many_Trailers* Open_Paren Arglist.Close_Paren ::: 423122
Test Comparison* Comp_Op.Expr Atom Many_Trailers ::: 422234
Test_Or_Star_Expr Atom* Many_Trailers NAME ε ::: 419162
MulDiv_Op.Factor MulDiv_Op* Factor % ε ::: 417126
Arglist Test* Assign_Op.Test NAME ε ::: 416734
Arglist Test Assign_Op.Test* Assign_Op Test ::: 416734
Arglist.Close_Paren Arglist* Close_Paren Test Assign_Op.Test ::: 416504
Testlist_Endcomma.Colon.Suite Testlist_Endcomma* Colon.Suite Atom Many_Trailers ::: 407782
Dotted_As_Names Dotted_Name As_Keyword.Simple_Name* As_Keyword Simple_Name ::: 401610
Small_Stmts Import_Keyword Dotted_As_Names* Dotted_Name As_Keyword.Simple_Name ::: 400222
Comma.Test_Or_Star_Exprs Comma Test_Or_Star_Exprs* NAME ε ::: 399890
Assign_Op.Test Assign_Op Test* NUMBER ε ::: 397488
Start_Dotted_Name Dots_Plus Dotted_Name* NAME ε ::: 396302
Stmt_Or_Newline For_Keyword Exprlist.In_Keyword.Testlist_Endcomma.Colon.Suite* Exprlist In_Keyword.Testlist_Endcomma.Colon.Suite ::: 389082
Stmt_Or_Newline For_Keyword* Exprlist.In_Keyword.Testlist_Endcomma.Colon.Suite for ε ::: 389082
Stmts_Or_Newlines Stmt_Or_Newline* Stmts_Or_Newlines For_Keyword Exprlist.In_Keyword.Testlist_Endcomma.Colon.Suite ::: 388254
Arguments Argument* Comma.Arguments Atom Many_Trailers ::: 387174
Testlist_Star_Expr Atom Many_Trailers* Open_Sq_Bracket Subscriptlist.Close_Sq_Bracket ::: 383678
Argument Atom Many_Trailers* Trailer Many_Trailers ::: 382384
Stmts_Or_Newlines Stmt_Or_Newline* Stmts_Or_Newlines Class_Keyword Simple_Name.Open_Paren.Arglist.Close_Paren.Colon.Suite ::: 380129
Stmts_Or_Newlines Stmt_Or_Newline Stmts_Or_Newlines* Def_Keyword Simple_Name.Parameters.Colon.Suite ::: 379932
Comma.Many_KeyVals_Or_Unpacks Comma Many_KeyVals_Or_Unpacks* KeyVal_Or_Unpack Comma.Many_KeyVals_Or_Unpacks ::: 375868
Arguments Argument* Comma.Arguments STRING ε ::: 375822
Subscriptlist.Close_Sq_Bracket Subscriptlist* Close_Sq_Bracket NAME ε ::: 372808
START Stmt_Or_Newline* Stmts_Or_Newlines Class_Keyword Simple_Name.Open_Paren.Arglist.Close_Paren.Colon.Suite ::: 363409
Arglist Argument* Comma.Arguments Test Assign_Op.Test ::: 358382
Else_Stmt Else_Keyword Colon.Suite* Colon Suite ::: 356636
Else_Stmt Else_Keyword* Colon.Suite else ε ::: 356636
Comp_Op.Expr Comp_Op Expr* NUMBER ε ::: 354286
Start_Dotted_Name Dots_Plus* Dotted_Name . ε ::: 353318
Many_Tfpdef Tfpdef Assign_Op.Test* Assign_Op Test ::: 351544
Comma.Many_Tfpdef Comma Many_Tfpdef* Tfpdef Assign_Op.Test ::: 350672
Many_Tfpdef Tfpdef* Assign_Op.Test NAME ε ::: 350510
Stmts_Or_Newlines If_Keyword Test.Colon.Suite* Test Colon.Suite ::: 347976
Stmts_Or_Newlines If_Keyword* Test.Colon.Suite if ε ::: 347976
Assign_Op.Test Assign_Op Test* True ε ::: 345550
Term Atom* Many_Trailers NAME ε ::: 342712
Parameters Open_Paren Close_Paren* ) ε ::: 337976
Parameters.Colon.Suite Parameters* Colon.Suite Open_Paren Close_Paren ::: 337976
Parameters Open_Paren* Close_Paren ( ε ::: 337976
Testlist_Comp Test_Or_Star_Exprs Comma* , ε ::: 316982
Suite.Else_Stmt Suite Else_Stmt* Else_Keyword Colon.Suite ::: 303194
Colon.Suite.Else_Stmt Colon* Suite.Else_Stmt : ε ::: 303194
Colon.Suite.Else_Stmt Colon Suite.Else_Stmt* Suite Else_Stmt ::: 303194
Test_Or_Star_Exprs Atom* Many_Trailers NAME ε ::: 301372
Test.Colon.Suite.Else_Stmt Test Colon.Suite.Else_Stmt* Colon Suite.Else_Stmt ::: 300202
Suite.Else_Stmt Suite* Else_Stmt Newline Indent.Stmts_Or_Newlines.Dedent ::: 300036
Comma.Arguments Comma Arguments* NUMBER ε ::: 297690
Trailer Open_Sq_Bracket Subscriptlist.Close_Sq_Bracket* Subscriptlist Close_Sq_Bracket ::: 294524
Many_Trailers Trailer* Many_Trailers Open_Sq_Bracket Subscriptlist.Close_Sq_Bracket ::: 294524
Trailer Open_Sq_Bracket* Subscriptlist.Close_Sq_Bracket [ ε ::: 294524
Arglist Atom Many_Trailers* Open_Paren Arglist.Close_Paren ::: 291146
Many_KeyVals_Or_Unpacks Test Colon.Test* Colon Test ::: 288588
Testlist_Star_Expr Atom Many_Trailers* Open_Paren Close_Paren ::: 288470
Assign_Op.Test Assign_Op Test* None ε ::: 281952
Comp_Op.Expr Comp_Op Expr* NAME ε ::: 281940
Comp_Op.Expr Comp_Op Expr* STRING ε ::: 280240
Stmts_Or_Newlines For_Keyword* Exprlist.In_Keyword.Testlist_Endcomma.Colon.Suite for ε ::: 279400
Stmts_Or_Newlines For_Keyword Exprlist.In_Keyword.Testlist_Endcomma.Colon.Suite* Exprlist In_Keyword.Testlist_Endcomma.Colon.Suite ::: 279400
MulDiv_Op.Factor MulDiv_Op* Factor * ε ::: 278196
Arguments Atom Many_Trailers* Dot Simple_Name ::: 277810
Except_Stmt Except_Clause Colon.Suite* Colon Suite ::: 277148
Arglist.Close_Paren.Colon.Suite Arglist* Close_Paren.Colon.Suite Atom Many_Trailers ::: 276742
MulDiv_Op.Factor MulDiv_Op Factor* NAME ε ::: 276194
Many_KeyVals_Or_Unpacks Test* Colon.Test STRING ε ::: 275872
Arglist.Close_Paren Arglist* Close_Paren NUMBER ε ::: 275044
Colon.Suite.Except_Stmt Colon Suite.Except_Stmt* Suite Except_Stmt ::: 270320
Colon.Suite.Except_Stmt Colon* Suite.Except_Stmt : ε ::: 270320
Suite.Except_Stmt Suite* Except_Stmt Newline Indent.Stmts_Or_Newlines.Dedent ::: 266998
Arith_Op.Term Arith_Op Term* NAME ε ::: 265394
Suite.Except_Stmt Suite Except_Stmt* Except_Clause Colon.Suite ::: 262928
Comma.Many_KeyVals_Or_Unpacks Comma Many_KeyVals_Or_Unpacks* Test Colon.Test ::: 256362
Test Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket* Testlist_Comp Close_Sq_Bracket ::: 256074
Test Open_Sq_Bracket* Testlist_Comp.Close_Sq_Bracket [ ε ::: 256074
Comma.Test_Or_Star_Exprs Comma Test_Or_Star_Exprs* Atom Many_Trailers ::: 252410
Small_Stmts Testlist_Star_Expr Aug_Assign.Testlist_Endcomma* Aug_Assign Testlist_Endcomma ::: 252082
Arith_Op.Term Arith_Op Term* Atom Many_Trailers ::: 250318
Colon.Test Colon Test* Atom Many_Trailers ::: 249534
Arith_Op.Term Arith_Op Term* STRING ε ::: 247392
Dotted_As_Names Dotted_Name* As_Keyword.Simple_Name NAME ε ::: 242706
Arglist Argument* Comma.Arguments NUMBER ε ::: 242028
Testlist_Endcomma.Colon.Suite Testlist_Endcomma* Colon.Suite NAME ε ::: 240294
Comp_Op.Expr Comp_Op Expr* Atom Many_Trailers ::: 237240
Expr Atom* Many_Trailers NAME ε ::: 236612
Arith_Expr Arith_Expr Arith_Op.Term* Arith_Op Term ::: 234678
Small_Stmts Assert_Keyword* Test assert ε ::: 231612
Arglist.Close_Paren Arglist* Close_Paren Term MulDiv_Op.Factor ::: 228630
Arglist Term MulDiv_Op.Factor* MulDiv_Op Factor ::: 228630
Import_From_Imports Import_Keyword Star_Op* * ε ::: 226230
Import_From_Imports Import_Keyword* Star_Op import ε ::: 226230
Small_Stmts Import_From_Froms Import_From_Imports* Import_Keyword Star_Op ::: 226222
Arith_Expr Atom* Many_Trailers NAME ε ::: 222952
Testlist_Comp Test_Or_Star_Expr* Comma.Test_Or_Star_Exprs NAME ε ::: 222470
Testlist_Star_Expr Arith_Expr Arith_Op.Term* Arith_Op Term ::: 221854
Yield_Testlist_Star_Assign_Exprs Assign_Op Testlist_Star_Expr* Arith_Expr Arith_Op.Term ::: 221854
Trailer Open_Paren* Close_Paren ( ε ::: 218920
Many_Trailers Trailer* Many_Trailers Open_Paren Close_Paren ::: 218920
Trailer Open_Paren Close_Paren* ) ε ::: 218920
Test Not_Bool_Op* Not_Test not ε ::: 218398
Arith_Op.Term Arith_Op* Term - ε ::: 213430
Aug_Assign.Testlist_Endcomma Aug_Assign* Testlist_Endcomma += ε ::: 210654
Comparison Atom Many_Trailers* Dot Simple_Name ::: 209884
Testlist_Comp.Close_Sq_Bracket Testlist_Comp* Close_Sq_Bracket Test_Or_Star_Exprs Comma ::: 209656
Arguments Atom Many_Trailers* Trailer Many_Trailers ::: 209110
Factor Open_Paren Testlist_Comp.Close_Paren* Testlist_Comp Close_Paren ::: 208512
Factor Open_Paren* Testlist_Comp.Close_Paren ( ε ::: 208512
Yield_Testlist_Star_Assign_Exprs Assign_Op Testlist_Star_Expr* None ε ::: 206932
Dotted_As_Names Simple_Name Dot.Dotted_Name* Dot Dotted_Name ::: 206468
Dotted_As_Names Simple_Name* Dot.Dotted_Name NAME ε ::: 206468
Test.Colon.Suite Test* Colon.Suite Atom Many_Trailers ::: 205708
Testlist_Comp.Close_Sq_Bracket Testlist_Comp* Close_Sq_Bracket STRING ε ::: 205216
Not_Test Atom* Many_Trailers NAME ε ::: 204674
Testlist_Star_Expr Test_Or_Star_Expr Comma.Test_Or_Star_Exprs* Comma Test_Or_Star_Exprs ::: 203138
Small_Stmts Testlist_Star_Expr* Aug_Assign.Testlist_Endcomma NAME ε ::: 202836
Small_Stmts Import_Keyword Dotted_As_Names* Simple_Name Dot.Dotted_Name ::: 202456
MulDiv_Op.Factor MulDiv_Op Factor* Open_Paren Testlist_Comp.Close_Paren ::: 202346
