dim, correlation
701,0.17526295133719455
359,0.17532060806824695
673,0.17549176266444552
157,0.17589796048499043
396,0.17632044104465336
393,0.17634762556631994
654,0.176426375380744
429,0.17643187683436565
379,0.17781289559837546
674,0.17808174836604812
560,0.17816219976700265
35,0.17822433726530001
328,0.17843288525085216
419,0.1796560712558557
655,0.17972530378310683
613,0.17977051158841878
187,0.17982455181424514
643,0.18027108431634237
456,0.18041234978824516
686,0.18052358619217765
147,0.18104077952723407
320,0.18122122634041354
93,0.181261310952694
257,0.1820715794021357
309,0.18208547222126956
747,0.18210423046577903
61,0.18230211862199228
475,0.18256371008454078
164,0.1834313784747291
308,0.18344578719714708
278,0.18397746143563348
518,0.1842341991229409
142,0.18430088064946962
630,0.18446503851176588
13,0.18454494185431677
254,0.1848954693040446
523,0.1859050588666195
193,0.18705618108013958
735,0.18719414675333565
641,0.18736312628585386
115,0.18761008732146106
289,0.18771463056928628
169,0.18826028224757896
321,0.1884068647961948
685,0.18893071871621891
520,0.18936448998401578
702,0.18945276814322137
488,0.18952670742256694
423,0.1896181025251602
237,0.18996282415841556
417,0.19001506856510522
656,0.19032502439218701
288,0.19048643845955712
760,0.1908144916377314
467,0.19211547369389015
559,0.19239326634290688
455,0.19299478068826556
651,0.1934760318816706
531,0.19347881192252106
349,0.19355687601209487
116,0.1935569389078756
110,0.1943419607837751
238,0.19476542797244578
750,0.19498024339739262
312,0.1952349524246539
593,0.19624609860540881
103,0.19698590922822498
524,0.19706661152980867
240,0.19720803553212463
375,0.1974735285791789
139,0.19781574896373288
213,0.19789769131404855
540,0.19808000778463153
253,0.19858415448641853
178,0.20005229902417943
649,0.20018744435323368
538,0.20169277562164287
380,0.2021881933461104
421,0.20331643263151036
708,0.20372224325912155
731,0.20405501946706084
42,0.20438864767550147
141,0.20473756580227206
620,0.20480014008761782
682,0.20577405180383912
152,0.20613583600288798
206,0.20634423527476844
453,0.20698909105801952
627,0.20774555803166656
716,0.2078933198781543
41,0.20791659422219874
599,0.20826160651870668
218,0.2088557707642293
364,0.209231684612628
387,0.20925931198580316
407,0.2094148889631085
241,0.20958927145123385
188,0.20991462109420386
653,0.2100923430144145
388,0.21074467221991777
753,0.21075237142998487
327,0.21131233946419348
129,0.21188295946258984
214,0.21203287127586512
268,0.21239027759812584
21,0.21306540382298092
757,0.2132108838905137
608,0.21342479658308558
50,0.2134418818800722
350,0.21359841601197754
88,0.21377698698783645
183,0.21411036506958323
591,0.21450847429108197
259,0.2147468441657209
506,0.2156143732218981
556,0.21571184321084141
521,0.21640251118880408
420,0.21661892881452385
717,0.2168611612851902
723,0.21796629234646467
100,0.21826895110562053
277,0.2188087355499762
324,0.21955886561163518
568,0.22017670067093242
473,0.22019626485707855
386,0.22019983683685906
258,0.2202132320550331
662,0.2202567655791346
226,0.22027577379932506
159,0.22036439010376557
765,0.22076002526465088
633,0.22103299521459824
231,0.22111446269566407
507,0.2211772841269661
172,0.22163704788570796
579,0.22238707448277928
153,0.2227554824996382
326,0.2233329600923489
16,0.22405076457991888
594,0.22431311779398688
460,0.22436335435020074
619,0.22443198794080524
325,0.22457756812931523
106,0.22480119544243954
292,0.22484033817119378
462,0.22543057379516754
705,0.22549796595012192
706,0.22583985626306172
745,0.22644621205581858
74,0.22646441275817056
8,0.2265781574162555
661,0.22742365141349202
410,0.22796179615082943
342,0.22875695954989972
497,0.22943518199942164
221,0.22980056808774238
546,0.23011498704922095
207,0.23146112939583025
629,0.23204152818273333
445,0.2325711421098317
362,0.23264042154476558
428,0.23282103390036607
442,0.2331560185942953
592,0.23324615515656055
626,0.23380330196376178
746,0.233901883755894
371,0.23398945926809728
64,0.23410673227109038
709,0.2343828785858556
290,0.23469293084394519
67,0.23493825126187629
149,0.23535006673496117
102,0.2355076641383711
529,0.23616042830215786
635,0.23743206380538714
457,0.23817552785839893
494,0.23862075477591851
119,0.2386554257550414
601,0.23880705594216523
191,0.23935681674304438
252,0.2401919121557172
752,0.24067442025012512
628,0.24101581441027461
411,0.24130333398799678
547,0.2418346875605863
313,0.24189914116320957
532,0.24239301730563775
145,0.24253487120846354
725,0.24264352411643095
81,0.24393789053035284
96,0.2445848907348546
179,0.2450859106593494
658,0.24510926901156505
101,0.24550214565112935
530,0.2455253577451994
474,0.2455719006536525
373,0.24561770261328641
184,0.24625096122721457
78,0.24750136150642432
355,0.24834099849257388
222,0.24858104875429185
63,0.24952495844017605
650,0.24957823779982616
764,0.2498725976511489
76,0.25051117614125545
161,0.2505414069349176
368,0.2506082956470175
369,0.25074846396545625
501,0.25102500988375154
232,0.2512044842780129
498,0.25147874289055466
323,0.2514950313009778
105,0.2514951100008102
291,0.2524263574631939
322,0.25284597221416605
209,0.25310099369382205
688,0.25336576665665855
539,0.25346740242421356
744,0.2538478497544608
284,0.2542409297981598
66,0.2554370289213921
9,0.2557792010365004
600,0.25617710211471256
190,0.2565456939594283
511,0.25681830665447386
493,0.2569521629150231
45,0.2573410236438346
160,0.2576281848665153
489,0.2596010300378551
743,0.26062080216843003
224,0.26066910880258304
36,0.2619156848486105
561,0.26297542301287435
59,0.26338826188164705
315,0.2647563547389214
98,0.2651869103214387
598,0.26530129987074075
609,0.2654161285941167
500,0.26621559795067057
300,0.26632365648517914
632,0.26647058884708863
416,0.2666517961811638
175,0.2667808326660615
398,0.26725321655738743
514,0.2676736672939038
513,0.2679673257126016
376,0.26809229086774783
677,0.2687047097244453
354,0.269173576174503
38,0.27122280422814316
692,0.2715376490874657
724,0.2716166441378836
266,0.27184430126744996
77,0.2722356617140079
347,0.2725400663177797
148,0.27343178688405956
730,0.27384470449567777
121,0.27436710349672316
712,0.27477254893680825
170,0.27606647561546954
399,0.2765775137679648
397,0.2770721560394417
614,0.27719185977993743
130,0.27923598773942615
432,0.27929784877218466
150,0.279825540698955
615,0.28015958944337604
82,0.2810957091610637
761,0.28214053297437697
111,0.2825036284685716
668,0.2825870413433064
314,0.2838166962892744
381,0.28433360033043065
14,0.2847585368321159
234,0.285708465269677
512,0.2867735044497305
99,0.28763126690215024
667,0.28779100163976234
140,0.28779137354455697
155,0.28788689695177777
166,0.2879986993479745
1,0.2889332333482675
282,0.28964459842900536
5,0.29071003177597726
689,0.29072224181457557
382,0.2907851425243188
713,0.2909833775758713
72,0.2937008014117791
104,0.2946676232809611
482,0.29542990850528655
400,0.29633718473246895
0,0.2968001055917741
631,0.29736737163938126
131,0.29774137861458416
446,0.2979451239056201
679,0.29836641898299004
766,0.29922019884817774
251,0.3010021202960179
270,0.30232283472698707
167,0.3025413954867262
430,0.30289294772209724
301,0.3039626246738318
269,0.3052132309324123
390,0.3053259962497658
578,0.3056944502990227
154,0.3071381203548505
659,0.30723987920897494
31,0.3081572485451882
389,0.3100560830767523
97,0.31037420431185414
448,0.31043230524597526
84,0.31044938149091533
22,0.31078255373830294
46,0.31147661927370796
343,0.3119508471757285
274,0.3126610883967646
233,0.31286229877324795
367,0.31322564216192655
32,0.3136675317782518
15,0.31445763932137505
340,0.3152247966339968
444,0.31807667104353604
210,0.31832566442809
372,0.318565027224944
720,0.3193280611939866
370,0.3202959074771891
447,0.32171641019570024
198,0.3218042605283879
699,0.32182129301671253
60,0.32219549755457705
700,0.3240658249301203
443,0.3243445024460032
721,0.32445241471150293
120,0.3244637881832662
26,0.327813939209091
73,0.3285315089530378
225,0.3292030022631571
562,0.33159275319455744
551,0.33245368454782365
287,0.3352702427704246
402,0.3368517857501134
533,0.33728431995990044
195,0.3387718693714372
499,0.3399461534158388
197,0.34062583208419567
495,0.3411353597328819
550,0.34173601661246344
485,0.3421132654402307
625,0.343918097457056
570,0.34478513637513636
624,0.34502340459292985
461,0.34521944296913626
748,0.3469290399419987
37,0.35003640196422836
739,0.3501505802883546
339,0.35104617198270005
286,0.35142108427254865
634,0.35171332124526483
267,0.3544154450582604
740,0.3572556739870725
569,0.35732016998822547
361,0.3630440144979292
693,0.36423982601436705
618,0.3643411880538331
534,0.37006503378327543
454,0.37138873744486867
47,0.3746125328180811
431,0.3759120088654728
715,0.37595207175509276
749,0.3766453759191868
91,0.37668660157900496
85,0.382647859138641
483,0.3826632542402094
582,0.38298881263103274
616,0.3868068657234705
194,0.3879982843602857
496,0.38874045849983657
337,0.39011068522056364
727,0.39387229586109707
403,0.3941546852703944
680,0.39615621209841906
345,0.3966507295277758
92,0.40487054747423573
27,0.4073153118927363
573,0.40958907859268867
346,0.4100871292310967
344,0.4107519400668434
714,0.4342082636673211
574,0.44312535360540456
283,0.443407428033833
726,0.44398201767863005
617,0.4451460217285478
180,0.4458974339205175
484,0.45294909591139376
338,0.45396649479827894
583,0.4613947208055805
181,0.4833863101791733
